Timestamp (seconds),system activated, Acceleration in X (Gs),Acceleration in Y (Gs), Altitude (meters),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Event type,level
139.06,1,-0.025,0.031,0.002,-0.034,0.014,-0.008,-1.603,-0.004,0.393,0,0
139.16,1,-0.004,0.037,0.007,-0.021,0.029,0.004,-1.607,-0.003,0.393,0,0
139.27,1,0.022,0.032,-0.008,0.001,0.029,-0.001,-1.608,-0.007,0.393,0,0
139.36,1,0.016,0.045,0.01,0.011,0.034,0,-1.608,-0.005,0.393,0,0
139.46,1,0.043,0.021,-0.005,0.025,0.033,0.003,-1.608,-0.003,0.393,0,0
139.56,1,0.005,-0.008,-0.031,0.024,0.019,-0.014,-1.607,-0.005,0.394,0,0
139.66,1,-0.051,-0.001,-0.031,-0.016,-0.005,-0.023,-1.605,-0.005,0.394,0,0
139.76,1,-0.024,0.009,-0.013,-0.028,0.006,-0.021,-1.602,-0.004,0.395,0,0
139.87,1,0.006,-0.022,-0.01,-0.009,-0.006,-0.014,-1.597,-0.006,0.396,0,0
139.96,1,-0.017,0.005,-0.03,-0.01,-0.007,-0.024,-1.594,-0.011,0.397,0,0
140.06,1,-0.016,-0.01,0.013,-0.015,0,-0.009,-1.595,-0.013,0.398,0,0
140.16,1,-0.002,0.005,-0.02,-0.007,-0.001,-0.008,-1.594,-0.014,0.399,0,0
140.27,1,-0.018,0.004,-0.024,-0.013,-0.001,-0.018,-1.594,-0.014,0.399,0,0
140.36,1,-0.057,-0.019,-0.023,-0.03,-0.006,-0.018,-1.594,-0.011,0.4,0,0
140.47,1,-0.024,-0.014,-0.043,-0.036,-0.015,-0.031,-1.594,-0.007,0.4,0,0
140.56,1,0.02,0.03,-0.057,-0.013,0.006,-0.046,-1.593,-0.007,0.401,0,0
140.67,1,0.01,-0.033,-0.081,0.004,-0.004,-0.064,-1.589,-0.007,0.402,0,0
140.76,1,-0.007,-0.005,-0.056,0.002,-0.016,-0.059,-1.585,-0.01,0.402,0,0
140.87,1,-0.033,0.017,-0.055,-0.012,0.003,-0.063,-1.577,-0.016,0.404,0,0
140.97,1,-0.004,0.006,-0.02,-0.02,0.006,-0.043,-1.573,-0.017,0.404,0,0
141.07,1,-0.001,0.019,-0.055,-0.004,0.009,-0.041,-1.571,-0.018,0.405,0,0
141.17,1,-0.032,0.011,-0.041,-0.012,0.019,-0.043,-1.569,-0.015,0.405,0,0
141.27,1,-0.054,-0.001,-0.026,-0.034,0.01,-0.035,-1.568,-0.014,0.405,0,0
141.37,1,-0.002,0.003,0.024,-0.029,-0.004,-0.011,-1.568,-0.016,0.405,0,0
141.47,1,0.019,0.04,0.007,0.001,0.017,0.006,-1.568,-0.016,0.404,0,0
141.57,1,-0.006,0.039,-0.008,0.003,0.035,-0.002,-1.568,-0.015,0.404,0,0
141.67,1,-0.011,0.015,0.033,-0.009,0.025,0.013,-1.57,-0.013,0.404,0,0
141.77,1,0.019,0.012,0.003,0.001,0.019,0.013,-1.57,-0.013,0.403,0,0
141.87,1,0.03,0.036,0.011,0.015,0.026,0.011,-1.569,-0.011,0.403,0,0
141.97,1,-0.001,0.031,0.011,0.017,0.028,0.01,-1.569,-0.012,0.402,0,0
142.08,1,-0.04,0.015,0,-0.009,0.027,0.004,-1.571,-0.015,0.402,0,0
142.17,1,-0.018,0.007,0.026,-0.025,0.011,0.013,-1.573,-0.013,0.403,0,0
142.27,1,0.018,0.003,0.003,-0.007,0.01,0.013,-1.574,-0.012,0.403,0,0
142.37,1,0.037,0,0.018,0.017,0.007,0.012,-1.576,-0.011,0.404,0,0
142.47,1,0,0.017,0.004,0.019,0.005,0.013,-1.577,-0.005,0.404,0,0
142.57,1,-0.015,-0.015,0,-0.004,0.002,0.001,-1.577,-0.001,0.405,0,0
142.67,1,-0.047,-0.003,0.013,-0.024,-0.004,0.006,-1.579,0.004,0.406,0,0
142.79,1,-0.025,-0.042,-0.012,-0.028,-0.016,0.002,-1.581,0.007,0.407,0,0
142.88,1,-0.062,0.003,-0.022,-0.038,-0.019,-0.006,-1.581,0.006,0.407,0,0
142.97,1,-0.046,0.008,0.022,-0.051,-0.002,-0.012,-1.58,0.004,0.408,0,0
143.07,1,0.077,0.027,0.011,-0.002,0.008,0.02,-1.581,0,0.409,0,0
143.17,1,-0.009,-0.061,-0.023,0.027,-0.011,-0.006,-1.58,-0.001,0.41,0,0
143.28,1,-0.051,0.026,-0.005,-0.013,-0.005,-0.011,-1.581,-0.001,0.411,0,0
143.38,1,-0.041,0.021,0.011,-0.044,0.011,0.002,-1.581,-0.001,0.412,0,0
143.48,1,0.017,0.109,-0.002,-0.016,0.057,0.001,-1.579,0,0.413,0,0
143.58,1,0.028,0.039,0.006,0.011,0.059,0,-1.578,0.001,0.414,0,0
143.68,1,-0.019,-0.011,0.006,0.004,0.028,0.007,-1.577,0.001,0.415,0,0
143.78,1,-0.021,0.038,0.004,-0.008,0.024,0.003,-1.578,0.001,0.416,0,0
143.88,1,-0.032,0.011,0.041,-0.028,0.015,0.018,-1.579,-0.001,0.416,0,0
143.98,1,-0.036,-0.002,0.028,-0.033,0.004,0.027,-1.58,-0.003,0.417,0,0
144.08,1,-0.047,-0.037,0.016,-0.037,-0.006,0.023,-1.58,-0.004,0.417,0,0
144.18,1,0.015,0.009,0.034,-0.02,-0.009,0.027,-1.579,-0.004,0.418,0,0
144.28,1,0.033,0.066,0.004,0.012,0.026,0.021,-1.578,-0.004,0.417,0,0
144.38,1,-0.01,0.045,0.018,0.011,0.037,0.016,-1.577,-0.005,0.417,0,0
144.48,1,-0.046,-0.004,0.012,-0.018,0.026,0.015,-1.577,-0.006,0.418,0,0
144.59,1,-0.036,-0.012,0.042,-0.032,0.004,0.024,-1.577,-0.006,0.418,0,0
144.68,1,-0.019,0,0.023,-0.031,-0.002,0.027,-1.583,-0.011,0.419,0,0
144.78,1,0.001,0.021,0.01,-0.009,0.005,0.017,-1.588,-0.023,0.419,0,0
144.88,1,-0.063,0.052,0.007,-0.031,0.031,0.013,-1.591,-0.033,0.418,0,0
144.98,1,-0.087,0.028,0.021,-0.063,0.032,0.016,-1.596,-0.037,0.416,0,0
145.08,1,-0.029,-0.002,0.026,-0.057,0.02,0.022,-1.6,-0.037,0.415,0,0
145.19,1,0.008,-0.012,0.007,-0.021,0.001,0.019,-1.603,-0.044,0.414,0,0
145.28,1,0.003,0.008,0.01,-0.006,0.002,0.009,-1.604,-0.049,0.414,0,0
145.38,1,0.042,-0.003,0.033,0.018,-0.003,0.018,-1.603,-0.042,0.413,0,0
145.48,1,0.038,-0.006,0,0.03,-0.002,0.011,-1.601,-0.036,0.413,0,0
145.59,1,0.049,0.004,0.018,0.041,-0.003,0.018,-1.602,-0.033,0.412,0,0
145.68,1,-0.008,0.052,-0.008,0.026,0.022,0.007,-1.599,-0.034,0.412,0,0
145.79,1,-0.057,-0.032,-0.012,-0.022,0.002,-0.005,-1.598,-0.033,0.413,0,0
145.89,1,-0.082,-0.074,-0.003,-0.055,-0.035,-0.004,-1.599,-0.033,0.414,0,0
145.99,1,-0.02,-0.021,0.003,-0.044,-0.024,-0.008,-1.599,-0.034,0.414,0,0
146.09,1,0.009,-0.048,-0.039,-0.017,-0.037,-0.008,-1.597,-0.035,0.414,0,0
146.2,1,0.021,-0.024,-0.028,0.009,-0.041,-0.031,-1.597,-0.036,0.413,0,0
146.29,1,-0.029,-0.037,0.01,-0.009,-0.039,-0.009,-1.598,-0.037,0.413,0,0
146.39,1,-0.009,0.054,-0.012,-0.013,0.006,-0.009,-1.598,-0.036,0.412,0,0
146.49,1,0.022,0.026,-0.001,0.001,0.027,-0.005,-1.596,-0.035,0.412,0,0
146.59,1,0.026,-0.042,-0.013,0.019,-0.006,-0.008,-1.595,-0.034,0.412,0,0
146.69,1,0.027,-0.02,0.004,0.025,-0.021,-0.004,-1.595,-0.033,0.412,0,0
146.79,1,-0.011,-0.002,0.001,0.012,-0.013,0.001,-1.593,-0.028,0.411,0,0
146.99,1,-0.044,-0.027,0.002,-0.021,-0.01,0.004,-1.588,-0.013,0.41,0,0
147.09,1,-0.05,-0.02,0.008,-0.038,-0.022,0.002,-1.589,-0.014,0.409,0,0
147.19,1,-0.043,-0.004,0.008,-0.05,-0.023,0.011,-1.59,-0.015,0.409,0,0
147.29,1,-0.008,0.018,0.009,-0.029,0.008,0.004,-1.59,-0.014,0.409,0,0
147.39,1,0,0.044,0.018,-0.006,0.034,0.013,-1.59,-0.012,0.408,0,0
147.49,1,-0.01,0.019,0.032,-0.009,0.025,0.022,-1.591,-0.01,0.408,0,0
147.59,1,-0.015,-0.017,0.037,-0.009,0.006,0.031,-1.591,-0.009,0.407,0,0
147.69,1,0.004,-0.01,0.026,-0.009,-0.007,0.03,-1.592,-0.008,0.407,0,0
147.79,1,-0.008,-0.012,0.025,-0.005,-0.011,0.027,-1.596,-0.005,0.407,0,0
147.9,1,-0.037,-0.019,0.011,-0.016,-0.014,0.021,-1.598,-0.002,0.407,0,0
148,1,-0.053,0.007,0.023,-0.037,-0.007,0.018,-1.599,0,0.407,0,0
148.1,1,-0.03,0.02,0.025,-0.042,0.007,0.021,-1.601,0.001,0.406,0,0
148.2,1,0.027,0.032,0.024,-0.013,0.022,0.027,-1.602,0.004,0.406,0,0
148.29,1,0.027,0.001,0.014,0.019,0.025,0.018,-1.602,0.005,0.406,0,0
148.4,1,-0.017,-0.018,0.018,0.009,-0.008,0.017,-1.602,0.007,0.406,0,0
148.5,1,-0.008,0.038,0.018,-0.004,0.006,0.017,-1.602,0.007,0.405,0,0
148.6,1,-0.034,0.043,0.002,-0.023,0.025,0.013,-1.604,0.005,0.405,0,0
148.7,1,0.008,0.046,0.005,-0.009,0.044,0.007,-1.602,-0.001,0.403,0,0
148.8,1,-0.023,0.035,0,-0.012,0.04,0.002,-1.601,-0.009,0.401,0,0
148.9,1,0.009,0.021,0.031,-0.007,0.028,0.012,-1.601,-0.008,0.399,0,0
149,1,-0.002,-0.002,0.015,0,0.016,0.025,-1.603,-0.006,0.397,0,0
149.11,1,-0.003,0.021,0.021,-0.005,0.018,0.02,-1.602,-0.002,0.396,0,0
149.2,1,-0.043,0.064,-0.013,-0.014,0.028,0.009,-1.602,0.001,0.396,0,0
149.31,1,-0.075,0.023,0.031,-0.042,0.033,0.005,-1.607,0.004,0.395,0,0
149.41,1,-0.039,-0.015,0.028,-0.06,0.015,0.025,-1.611,0.003,0.394,0,0
149.5,1,0.023,-0.019,0,-0.017,-0.005,0.018,-1.61,0.006,0.393,0,0
149.6,1,0.027,-0.007,0.009,0.011,-0.008,0.008,-1.611,0.003,0.392,0,0
149.7,1,0.019,-0.009,0.033,0.016,-0.008,0.019,-1.616,0.006,0.39,0,0
149.8,1,0.008,0.039,-0.019,0.013,0.009,0.007,-1.616,0.01,0.39,0,0
149.9,1,-0.021,0.073,-0.035,-0.001,0.047,-0.016,-1.613,0.012,0.389,0,0
150,1,-0.03,0.01,-0.03,-0.017,0.036,-0.03,-1.608,0.014,0.388,0,0
150.1,1,0,0.024,-0.013,-0.013,0.023,-0.02,-1.605,0.014,0.387,0,0
150.2,1,-0.013,0.031,-0.006,-0.011,0.028,-0.012,-1.601,0.013,0.386,0,0
150.31,1,-0.015,0.062,-0.009,-0.01,0.041,-0.014,-1.599,0.016,0.384,0,0
150.41,1,-0.028,0.011,-0.008,-0.022,0.03,-0.006,-1.599,0.017,0.383,0,0
150.53,1,0.005,0.049,0.015,-0.017,0.032,-0.003,-1.6,0.017,0.38,0,0
150.61,1,0.041,0.063,0,0.017,0.051,0.008,-1.601,0.014,0.378,0,0
150.71,1,0.005,0.041,0.02,0.017,0.055,0.013,-1.596,0.011,0.376,0,0
150.81,1,0.026,0.063,0.014,0.021,0.052,0.01,-1.594,0.005,0.373,0,0
150.91,1,-0.023,0.024,-0.014,0.005,0.048,0.002,-1.591,0,0.371,0,0
151.02,1,-0.013,0.025,0.014,-0.013,0.026,0.004,-1.589,-0.001,0.37,0,0
151.11,1,-0.01,0.015,0.017,-0.007,0.027,0.011,-1.588,-0.003,0.369,0,0
151.22,1,-0.028,0.018,0.019,-0.021,0.018,0.016,-1.593,-0.001,0.368,0,0
151.31,1,-0.016,0.002,0.018,-0.022,0.006,0.018,-1.596,-0.002,0.368,0,0
151.42,1,-0.003,-0.053,0.011,-0.012,-0.02,0.013,-1.595,-0.002,0.367,0,0
151.52,1,0.011,-0.033,-0.009,-0.004,-0.038,0.007,-1.594,-0.002,0.367,0,0
151.61,1,0.003,0.016,-0.005,0.006,-0.001,-0.004,-1.594,0,0.367,0,0
151.71,1,0.015,0.019,0.011,0.007,0.01,-0.001,-1.594,0.001,0.366,0,0
151.82,1,0.014,-0.017,0.01,0.016,-0.002,0.007,-1.593,0.002,0.366,0,0
151.91,1,-0.018,-0.011,-0.02,-0.001,-0.011,0.001,-1.593,0.001,0.365,0,0
152.02,1,-0.046,0.007,-0.002,-0.019,-0.001,-0.01,-1.595,-0.004,0.363,0,0
152.11,1,-0.063,0.017,0.009,-0.048,0.005,-0.002,-1.597,-0.006,0.362,0,0
152.22,1,-0.025,0.023,0.007,-0.045,0.017,0.009,-1.597,-0.006,0.36,0,0
152.32,1,0.007,0.006,0.011,-0.012,0.017,0.006,-1.597,-0.012,0.357,0,0
152.41,1,-0.008,-0.037,0.011,-0.007,-0.011,0.01,-1.596,-0.018,0.355,0,0
152.52,1,-0.015,-0.067,0.029,-0.015,-0.047,0.022,-1.596,-0.018,0.354,0,0
152.61,1,-0.024,-0.041,0.022,-0.012,-0.036,0.019,-1.596,-0.017,0.354,0,0
152.71,1,-0.017,-0.028,0.028,-0.021,-0.031,0.023,-1.595,-0.016,0.353,0,0
152.81,1,-0.014,-0.053,0.012,-0.015,-0.043,0.023,-1.594,-0.016,0.352,0,0
152.91,1,-0.048,-0.071,0.019,-0.032,-0.065,0.017,-1.593,-0.016,0.351,0,0
153.02,1,-0.041,-0.028,0.02,-0.041,-0.046,0.021,-1.594,-0.015,0.35,0,0
153.11,1,0.016,-0.004,0.006,-0.014,-0.025,0.012,-1.594,-0.015,0.35,0,0
153.22,1,0.022,-0.029,-0.012,0.006,-0.021,0.004,-1.594,-0.015,0.349,0,0
153.33,1,-0.022,-0.038,-0.001,-0.001,-0.033,-0.002,-1.594,-0.015,0.349,0,0
153.42,1,-0.026,-0.036,0.005,-0.02,-0.032,0.001,-1.594,-0.014,0.348,0,0
153.52,1,-0.017,-0.009,0.012,-0.018,-0.028,0.006,-1.594,-0.008,0.347,0,0
153.62,1,0.035,-0.001,0.036,0.007,-0.009,0.018,-1.594,-0.003,0.346,0,0
153.72,1,-0.005,0.006,0.014,0.001,-0.005,0.025,-1.598,-0.002,0.344,0,0
153.82,1,-0.022,-0.006,0.008,-0.01,0.001,0.011,-1.599,-0.008,0.342,0,0
153.93,1,-0.029,0.04,0.007,-0.017,0.018,0.012,-1.601,-0.013,0.338,0,0
154.02,1,-0.024,0.079,0.01,-0.02,0.042,0.012,-1.605,-0.017,0.334,0,0
154.12,1,-0.016,0.044,-0.012,-0.02,0.056,-0.005,-1.606,-0.021,0.33,0,0
154.22,1,-0.014,0.009,0.012,-0.021,0.035,0.007,-1.605,-0.023,0.327,0,0
154.32,1,0.026,0.012,0.012,0.005,0.016,0.008,-1.604,-0.023,0.323,0,0
154.42,1,-0.008,0.021,0.011,0.006,0.019,0.009,-1.603,-0.027,0.319,0,0
154.52,1,-0.03,0.018,0.022,-0.011,0.019,0.017,-1.604,-0.033,0.315,0,0
154.62,1,-0.018,0.002,0.007,-0.022,0.01,0.012,-1.607,-0.033,0.311,0,0
154.72,1,0.001,0.028,0.019,-0.01,0.016,0.017,-1.609,-0.034,0.307,0,0
154.82,1,-0.021,0.006,0.01,-0.007,0.019,0.009,-1.613,-0.032,0.303,0,0
154.92,1,-0.049,-0.002,0,-0.025,0.01,0.009,-1.614,-0.031,0.299,0,0
155.02,1,-0.004,-0.002,0,-0.029,-0.006,0.002,-1.614,-0.03,0.295,0,0
155.12,1,0,0.021,0,-0.013,0.005,0.002,-1.615,-0.029,0.292,0,0
155.22,1,-0.019,-0.01,-0.013,-0.01,0.008,-0.003,-1.618,-0.029,0.289,0,0
155.32,1,-0.005,-0.008,0.008,-0.012,0,-0.001,-1.62,-0.033,0.287,0,0
155.43,1,-0.032,-0.003,-0.021,-0.018,-0.008,-0.01,-1.62,-0.032,0.285,0,0
155.52,1,-0.004,-0.049,-0.03,-0.017,-0.025,-0.023,-1.618,-0.028,0.283,0,0
155.62,1,-0.003,-0.023,-0.024,-0.009,-0.029,-0.022,-1.615,-0.025,0.282,0,0
155.73,1,-0.042,-0.008,-0.026,-0.019,-0.02,-0.023,-1.613,-0.018,0.281,0,0
155.84,1,-0.028,-0.035,-0.017,-0.027,-0.022,-0.024,-1.612,-0.011,0.279,0,0
155.93,1,0.002,-0.032,0.006,-0.022,-0.025,-0.01,-1.61,-0.012,0.278,0,0
156.03,1,0.032,-0.012,-0.021,0.009,-0.025,-0.008,-1.608,-0.01,0.276,0,0
156.13,1,-0.019,-0.008,-0.034,0.008,-0.014,-0.023,-1.602,-0.009,0.275,0,0
156.23,1,-0.056,-0.003,-0.016,-0.025,-0.006,-0.021,-1.599,-0.003,0.274,0,0
156.33,1,-0.002,-0.029,-0.019,-0.026,-0.014,-0.021,-1.597,0,0.273,0,0
156.43,1,0.028,-0.015,-0.006,0.002,-0.019,-0.011,-1.597,0.002,0.271,0,0
156.53,1,0.02,-0.01,-0.012,0.016,-0.014,-0.012,-1.596,0.002,0.27,0,0
156.63,1,-0.007,0.003,-0.004,0.007,-0.006,-0.008,-1.595,0.002,0.268,0,0
156.74,1,-0.023,0.022,-0.006,-0.006,0.007,-0.009,-1.594,0.001,0.267,0,0
156.83,1,-0.02,0.023,-0.011,-0.016,0.022,-0.009,-1.594,0.001,0.265,0,0
156.94,1,-0.041,-0.023,-0.003,-0.029,-0.004,-0.003,-1.595,-0.001,0.264,0,0
157.03,1,0.01,-0.011,-0.01,-0.017,-0.012,-0.01,-1.595,-0.003,0.262,0,0
157.13,1,0.013,-0.005,0,0.001,-0.006,-0.002,-1.596,-0.002,0.26,0,0
157.23,1,0.003,0.009,0.002,0.006,0.003,-0.001,-1.597,0.003,0.259,0,0
157.33,1,-0.001,-0.022,0.009,0.001,-0.006,0.005,-1.6,0.005,0.257,0,0
157.44,1,-0.017,-0.01,0.015,-0.005,-0.012,0.01,-1.602,0.003,0.256,0,0
157.53,1,-0.024,-0.02,0,-0.013,-0.016,0.005,-1.604,0.005,0.254,0,0
157.63,1,-0.029,0.005,0.007,-0.026,-0.011,0.002,-1.608,0.005,0.253,0,0
157.73,1,-0.002,0.011,-0.002,-0.019,0,0.003,-1.612,0.005,0.251,0,0
157.83,1,0.012,-0.004,0.005,0.003,0.008,0.006,-1.614,0.003,0.25,0,0
157.93,1,-0.007,-0.01,0.006,-0.003,-0.005,0.006,-1.617,0.003,0.249,0,0
158.03,1,0.001,-0.016,0.019,-0.004,-0.011,0.01,-1.619,0.008,0.248,0,0
158.13,1,0.024,-0.001,0.017,0.01,-0.007,0.016,-1.618,0.01,0.248,0,0
158.23,1,0.022,-0.022,-0.002,0.023,-0.01,0.005,-1.618,0.008,0.247,0,0
158.33,1,-0.044,-0.028,0.005,-0.004,-0.018,0.009,-1.619,0.007,0.246,0,0
158.44,1,-0.072,-0.027,0.01,-0.044,-0.027,0.005,-1.62,0.005,0.246,0,0
158.54,1,-0.049,-0.02,0.019,-0.055,-0.021,0.013,-1.62,0.007,0.245,0,0
158.64,1,0.009,-0.007,0.019,-0.028,-0.019,0.015,-1.62,0.012,0.244,0,0
158.74,1,0.043,0.004,0.007,0.007,-0.008,0.014,-1.617,0.016,0.243,0,0
158.84,1,0.035,0.003,0.015,0.031,-0.002,0.014,-1.619,0.019,0.243,0,0
158.94,1,0.007,-0.014,0.02,0.023,0,0.019,-1.619,0.017,0.242,0,0
159.04,1,-0.016,-0.009,0.011,0.003,-0.021,0.016,-1.619,0.016,0.242,0,0
159.14,1,0.004,0.031,0.025,0.002,0.014,0.013,-1.619,0.016,0.241,0,0
159.24,1,-0.011,-0.001,-0.007,-0.002,0.016,0.01,-1.619,0.016,0.24,0,0
159.34,1,-0.043,-0.013,0.016,-0.022,-0.009,0.005,-1.62,0.016,0.239,0,0
159.44,1,-0.018,0.018,0.022,-0.033,0.001,0.021,-1.621,0.014,0.238,0,0
159.54,1,0.026,0.022,0.011,0,0.019,0.015,-1.62,0.014,0.237,0,0
159.65,1,-0.001,-0.014,-0.016,0.008,0.005,-0.002,-1.621,0.016,0.236,0,0
159.74,1,-0.027,0.003,0,-0.007,-0.001,-0.002,-1.623,0.016,0.235,0,0
159.84,1,-0.036,-0.013,-0.014,-0.03,-0.004,-0.005,-1.622,0.017,0.235,0,0
159.94,1,-0.003,0.004,-0.002,-0.018,-0.003,-0.007,-1.618,0.021,0.234,0,0
160.04,1,0,0.006,-0.009,-0.006,0.001,-0.007,-1.618,0.022,0.233,0,0
160.14,1,-0.002,0.018,-0.003,-0.003,0.011,-0.005,-1.622,0.025,0.232,0,0
160.24,1,0.003,0.002,-0.005,-0.004,0.009,-0.008,-1.622,0.024,0.232,0,0
160.34,1,0.039,0.024,-0.006,0.014,0.01,-0.004,-1.623,0.024,0.232,0,0
160.44,1,-0.015,0.021,-0.024,0.012,0.017,-0.016,-1.623,0.019,0.231,0,0
160.54,1,-0.033,0.002,-0.006,-0.015,0.014,-0.012,-1.621,0.014,0.23,0,0
160.64,1,0.008,-0.002,-0.012,-0.007,0.007,-0.004,-1.619,0.014,0.229,0,0
160.74,1,-0.016,-0.007,0.001,-0.007,-0.003,-0.011,-1.615,0.019,0.228,0,0
160.85,1,-0.033,-0.002,-0.004,-0.022,-0.002,-0.002,-1.617,0.02,0.228,0,0
160.94,1,-0.009,0.01,-0.013,-0.016,0.007,-0.009,-1.618,0.018,0.227,0,0
161.06,1,-0.001,0.008,-0.002,-0.008,0.003,-0.006,-1.618,0.015,0.226,0,0
161.16,1,-0.003,0.015,-0.02,-0.006,0.012,-0.013,-1.615,0.01,0.225,0,0
161.25,1,-0.016,-0.017,-0.007,-0.008,0,-0.008,-1.615,0.01,0.224,0,0
161.35,1,-0.018,0.003,-0.017,-0.017,-0.005,-0.014,-1.616,0.01,0.223,0,0
161.45,1,0.001,0.065,-0.021,-0.011,0.025,-0.016,-1.617,0.007,0.222,0,0
161.56,1,-0.012,0.007,-0.021,-0.006,0.033,-0.018,-1.617,0.006,0.221,0,0
161.65,1,-0.008,-0.014,-0.033,-0.008,0.001,-0.028,-1.617,0.005,0.22,0,0
161.75,1,-0.004,0.012,-0.034,-0.01,0.001,-0.03,-1.616,0.003,0.218,0,0
161.85,1,0.014,0.007,-0.047,0.006,0.007,-0.04,-1.609,0.002,0.217,0,0
161.95,1,-0.001,-0.021,-0.024,0.005,0,-0.035,-1.604,-0.002,0.216,0,0
162.06,1,0.028,0.001,-0.025,0.011,-0.007,-0.027,-1.603,-0.006,0.215,0,0
162.16,1,0.021,0.019,-0.027,0.02,0.005,-0.027,-1.601,-0.007,0.214,0,0
162.26,1,0.006,-0.005,-0.032,0.014,0.007,-0.028,-1.597,-0.002,0.213,0,0
162.35,1,-0.015,0.008,-0.012,0.002,0.003,-0.023,-1.593,0,0.212,0,0
162.45,1,-0.008,0.026,-0.023,-0.007,0.013,-0.017,-1.593,-0.003,0.211,0,0
162.55,1,-0.038,0.028,-0.011,-0.021,0.027,-0.018,-1.594,-0.003,0.209,0,0
162.65,1,-0.017,0.028,-0.017,-0.02,0.023,-0.016,-1.594,-0.003,0.208,0,0
162.75,1,-0.001,-0.013,0.002,-0.015,0.012,-0.012,-1.594,-0.003,0.208,0,0
162.85,1,0.003,-0.015,-0.003,-0.006,-0.006,-0.003,-1.594,-0.002,0.207,0,0
162.95,1,0.01,0.015,-0.004,0.007,0.001,-0.005,-1.594,0.002,0.205,0,0
163.06,1,0.001,0.008,0.012,0.004,0.008,0.006,-1.598,0.005,0.204,0,0
163.16,1,0.002,0.02,-0.002,0,0.011,0.001,-1.599,0.004,0.203,0,0
163.25,1,0.017,0.024,0.006,0.008,0.017,0.002,-1.598,0.004,0.202,0,0
163.37,1,0.014,0.029,-0.012,0.015,0.022,-0.004,-1.596,0.007,0.2,0,0
163.46,1,-0.013,0.017,-0.011,-0.001,0.022,-0.008,-1.596,0.007,0.199,0,0
163.56,1,-0.007,-0.002,-0.003,-0.006,0.012,-0.007,-1.598,0.006,0.199,0,0
163.66,1,-0.019,-0.032,-0.014,-0.011,-0.01,-0.008,-1.6,0.004,0.198,0,0
163.76,1,0.002,0.005,-0.02,-0.006,-0.008,-0.013,-1.598,0,0.198,0,0
163.86,1,0.019,-0.026,-0.006,0.006,-0.011,-0.014,-1.596,-0.002,0.198,0,0
163.97,1,-0.025,-0.034,-0.034,0,-0.023,-0.019,-1.591,-0.004,0.198,0,0
164.07,1,-0.032,-0.008,-0.016,-0.023,-0.025,-0.019,-1.587,-0.004,0.198,0,0
164.16,1,-0.002,-0.018,-0.02,-0.015,-0.017,-0.021,-1.584,0,0.198,0,0
164.26,1,0.004,-0.012,-0.018,-0.006,-0.016,-0.018,-1.583,0.001,0.197,0,0
164.37,1,-0.012,-0.034,-0.004,-0.006,-0.024,-0.013,-1.584,0.004,0.197,0,0
164.46,1,0.003,-0.015,-0.014,-0.005,-0.022,-0.012,-1.583,0.002,0.196,0,0
164.56,1,0.031,-0.02,0.007,0.012,-0.016,-0.005,-1.583,0.006,0.196,0,0
164.66,1,0.01,0.008,-0.004,0.021,-0.006,-0.001,-1.581,0.005,0.196,0,0
164.76,1,-0.009,0.003,-0.009,0.005,-0.001,-0.006,-1.58,0.002,0.195,0,0
164.86,1,0.008,-0.015,-0.021,0.003,-0.003,-0.01,-1.579,0.001,0.195,0,0
164.96,1,0.029,-0.005,0.005,0.016,-0.009,-0.011,-1.579,0.003,0.195,0,0
165.06,1,-0.023,0.03,-0.004,0.004,0.003,-0.002,-1.58,0.008,0.195,0,0
165.17,1,0.016,0.019,0.013,-0.005,0.019,0.003,-1.578,0.007,0.195,0,0
165.26,1,0.038,0.003,-0.01,0.021,0.015,0.001,-1.576,0.008,0.195,0,0
165.36,1,0.017,-0.006,0.013,0.025,0.003,0.001,-1.576,0.011,0.195,0,0
165.46,1,-0.011,0.003,-0.004,0.008,0.003,0.002,-1.577,0.01,0.195,0,0
165.57,1,-0.019,-0.001,-0.005,-0.007,0.001,0,-1.578,0.006,0.195,0,0
165.66,1,-0.002,-0.004,0.005,-0.009,-0.003,0.001,-1.579,0.004,0.195,0,0
165.76,1,-0.013,0.006,0.003,-0.01,0.001,0.001,-1.579,0.007,0.194,0,0
165.87,1,0.006,0.022,0.004,-0.004,0.011,0.003,-1.579,0.006,0.194,0,0
165.96,1,-0.003,0.045,-0.007,0,0.028,-0.001,-1.577,0.004,0.193,0,0
166.07,1,0.003,0.058,-0.004,0,0.043,-0.002,-1.577,0.004,0.192,0,0
166.17,1,0.001,0.037,0,0,0.043,-0.002,-1.577,0.002,0.191,0,0
166.27,1,0.007,0.042,0.004,0.006,0.041,0,-1.577,0.002,0.19,0,0
166.37,1,0.011,0.023,0.012,0.002,0.033,0.006,-1.579,0.005,0.189,0,0
166.47,1,0,0.022,0.015,0.008,0.032,0.011,-1.582,0.003,0.189,0,0
166.57,1,-0.011,-0.004,0.008,-0.002,0.009,0.011,-1.582,0.003,0.188,0,0
166.67,1,-0.003,-0.012,-0.008,-0.003,-0.003,0.005,-1.582,0.002,0.188,0,0
166.77,1,0.003,0.015,0.009,-0.003,0.005,0,-1.584,-0.003,0.187,0,0
