Timestamp (seconds),system activated, Acceleration in X (Gs),Acceleration in Y (Gs), Altitude (meters),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Event type,level
114.24,1,0.005,-0.009,-0.008,-0.006,-0.008,-0.004,-1.528,0.033,-0.808,0,0
114.34,1,0.005,-0.019,-0.02,0.005,-0.012,-0.013,-1.528,0.037,-0.807,0,0
114.44,1,-0.013,-0.036,-0.004,-0.005,-0.022,-0.014,-1.527,0.041,-0.806,0,0
114.54,1,-0.044,-0.021,-0.01,-0.024,-0.024,-0.006,-1.527,0.044,-0.805,0,0
114.64,1,-0.028,-0.014,-0.014,-0.027,-0.018,-0.011,-1.525,0.046,-0.803,0,0
114.74,1,-0.006,-0.038,0.015,-0.022,-0.03,-0.004,-1.525,0.047,-0.802,0,0
114.84,1,-0.005,-0.023,-0.01,-0.011,-0.027,0.003,-1.525,0.049,-0.8,0,0
114.94,1,0.017,-0.011,-0.012,0.001,-0.018,-0.009,-1.523,0.05,-0.799,0,0
115.04,1,0.016,-0.007,-0.011,0.014,-0.014,-0.009,-1.523,0.053,-0.797,0,0
115.15,1,-0.022,0.002,-0.003,-0.001,-0.006,-0.01,-1.522,0.052,-0.796,0,0
115.24,1,-0.024,-0.002,-0.004,-0.019,0.001,-0.003,-1.522,0.053,-0.796,0,0
115.34,1,-0.011,0.016,0.002,-0.013,0.004,-0.001,-1.524,0.055,-0.795,0,0
115.44,1,0.026,0.02,0,0.002,0.012,0.001,-1.524,0.053,-0.795,0,0
115.54,1,-0.013,0.018,-0.015,0.001,0.015,-0.01,-1.522,0.051,-0.795,0,0
115.64,1,-0.019,0.042,-0.011,-0.012,0.027,-0.011,-1.523,0.048,-0.795,0,0
115.74,1,-0.02,0.049,-0.003,-0.01,0.04,-0.003,-1.522,0.046,-0.795,0,0
115.84,1,-0.043,0.025,-0.007,-0.025,0.034,-0.007,-1.52,0.045,-0.795,0,0
115.94,1,-0.02,0.001,0,-0.037,0.022,-0.007,-1.52,0.043,-0.795,0,0
116.06,1,-0.003,-0.007,-0.007,-0.016,0.002,-0.007,-1.52,0.044,-0.795,0,0
116.14,1,0.038,0.011,0.018,0.016,0.008,0.003,-1.52,0.046,-0.795,0,0
116.26,1,0.028,0.016,-0.011,0.022,0.012,0.005,-1.521,0.048,-0.795,0,0
116.34,1,-0.021,0.007,0.004,0.004,0.008,-0.001,-1.522,0.047,-0.794,0,0
116.44,1,-0.039,-0.002,-0.002,-0.021,0.007,0.002,-1.522,0.047,-0.794,0,0
116.54,1,-0.005,0.001,-0.003,-0.016,0,-0.002,-1.522,0.046,-0.793,0,0
116.64,1,-0.003,0.006,0.003,-0.009,0,0.001,-1.521,0.045,-0.793,0,0
116.74,1,-0.024,-0.018,-0.002,-0.012,-0.001,-0.002,-1.519,0.044,-0.792,0,0
116.84,1,-0.03,-0.012,-0.006,-0.023,-0.011,-0.002,-1.518,0.043,-0.791,0,0
116.94,1,-0.025,-0.016,0.003,-0.024,-0.014,-0.004,-1.518,0.043,-0.79,0,0
117.05,1,-0.027,-0.022,0.017,-0.027,-0.018,0.008,-1.52,0.044,-0.789,0,0
117.14,1,0.043,-0.025,0.018,0.002,-0.022,0.013,-1.52,0.046,-0.788,0,0
117.25,1,0.009,-0.002,-0.019,0.016,-0.013,0.003,-1.518,0.046,-0.787,0,0
117.34,1,-0.041,-0.01,0.014,-0.005,-0.012,0.002,-1.518,0.045,-0.786,0,0
117.45,1,-0.026,-0.005,0.01,-0.025,-0.006,0.008,-1.519,0.046,-0.786,0,0
117.54,1,-0.034,0.004,0.01,-0.035,0.001,0.008,-1.519,0.047,-0.785,0,0
117.64,1,-0.002,0.006,-0.005,-0.014,0,0.007,-1.518,0.047,-0.785,0,0
117.74,1,-0.024,-0.006,-0.005,-0.015,-0.005,-0.003,-1.517,0.047,-0.785,0,0
117.85,1,0.008,0.001,0.005,-0.01,0.002,0.001,-1.518,0.045,-0.784,0,0
117.95,1,-0.002,0.01,0.014,-0.005,0.007,0.008,-1.518,0.046,-0.784,0,0
118.05,1,-0.014,-0.007,0.018,0,-0.002,0.012,-1.519,0.048,-0.782,0,0
118.15,1,0.006,-0.022,0.036,-0.01,-0.011,0.02,-1.52,0.051,-0.781,0,0
118.25,1,0.03,-0.014,0.063,0.011,-0.016,0.044,-1.525,0.055,-0.779,0,0
118.35,1,0.024,-0.015,0.042,0.025,-0.011,0.047,-1.527,0.057,-0.778,0,0
118.45,1,-0.015,0.007,0.049,0.007,-0.007,0.045,-1.531,0.058,-0.778,0,0
118.55,1,-0.039,-0.013,0.071,-0.017,-0.008,0.058,-1.537,0.057,-0.777,0,0
118.66,1,-0.007,0.004,0.079,-0.021,-0.003,0.069,-1.544,0.056,-0.775,0,0
118.75,1,0.015,-0.006,0.051,-0.002,-0.001,0.067,-1.548,0.055,-0.773,0,0
118.85,1,-0.01,-0.008,0.055,0.004,-0.007,0.055,-1.552,0.056,-0.772,0,0
118.95,1,-0.036,-0.009,0.076,-0.016,-0.008,0.063,-1.559,0.06,-0.77,0,0
119.05,1,-0.03,-0.038,0.093,-0.031,-0.019,0.077,-1.568,0.062,-0.767,0,0
119.15,1,0.025,-0.011,0.09,-0.013,-0.022,0.086,-1.574,0.064,-0.765,0,0
119.25,1,0.001,-0.017,0.084,0.012,-0.018,0.087,-1.58,0.066,-0.762,3,1
119.36,1,-0.062,-0.024,0.095,-0.021,-0.02,0.092,-1.589,0.068,-0.76,3,1
119.46,1,-0.048,-0.028,0.098,-0.047,-0.022,0.093,-1.597,0.07,-0.757,3,1
119.55,1,-0.014,-0.011,0.084,-0.038,-0.021,0.091,-1.605,0.07,-0.755,3,1
119.66,1,0.021,0.006,0.084,-0.002,-0.009,0.092,-1.611,0.069,-0.753,0,0
119.75,1,0.019,-0.009,0.056,0.011,-0.005,0.069,-1.617,0.069,-0.751,0,0
119.85,1,0.014,-0.005,0.055,0.01,-0.003,0.06,-1.62,0.067,-0.749,0,0
119.95,1,-0.023,0.02,0.055,0.004,0.004,0.061,-1.625,0.067,-0.748,0,0
120.05,1,-0.041,0.019,0.031,-0.023,0.011,0.044,-1.627,0.065,-0.747,0,0
120.15,1,-0.016,0.026,0.057,-0.025,0.022,0.048,-1.632,0.062,-0.746,0,0
120.25,1,-0.015,0.023,0.026,-0.016,0.021,0.041,-1.636,0.062,-0.745,0,0
120.36,1,0,0.013,0.029,-0.012,0.017,0.027,-1.64,0.06,-0.744,0,0
120.45,1,0.024,-0.002,0.039,0.004,0.01,0.041,-1.642,0.056,-0.743,0,0
120.55,1,-0.012,-0.024,0.027,0.007,-0.004,0.031,-1.644,0.055,-0.742,0,0
120.65,1,-0.045,0.003,0.043,-0.02,-0.005,0.037,-1.647,0.054,-0.742,0,0
120.75,1,-0.023,0.011,0.029,-0.025,-0.001,0.033,-1.651,0.054,-0.741,0,0
120.85,1,0.011,0,0.001,-0.013,0.001,0.02,-1.652,0.056,-0.739,0,0
120.95,1,-0.024,0.017,-0.031,-0.008,0.01,0.001,-1.652,0.056,-0.738,0,0
121.06,1,-0.014,-0.016,0,-0.013,-0.001,-0.013,-1.652,0.053,-0.737,0,0
121.15,1,0.047,0.006,0,0.007,0,-0.005,-1.653,0.054,-0.736,0,0
121.26,1,0.049,0.039,-0.075,0.04,0.021,-0.028,-1.648,0.052,-0.736,0,0
121.36,1,-0.04,0.019,-0.061,0.009,0.022,-0.056,-1.647,0.05,-0.736,0,0
121.46,1,-0.04,0.009,-0.068,-0.026,0.018,-0.061,-1.644,0.048,-0.735,0,0
121.56,1,-0.044,0.015,-0.083,-0.034,0.012,-0.071,-1.637,0.047,-0.734,0,0
121.66,1,-0.054,0.021,-0.098,-0.045,0.01,-0.082,-1.63,0.048,-0.734,0,0
121.77,1,0.02,0.055,-0.083,-0.025,0.037,-0.088,-1.628,0.05,-0.734,0,0
121.86,1,0.02,0.038,-0.08,0.007,0.048,-0.084,-1.624,0.052,-0.734,0,0
121.96,1,-0.058,0.021,-0.098,-0.022,0.029,-0.087,-1.619,0.048,-0.735,0,0
122.06,1,-0.009,0.04,-0.098,-0.021,0.032,-0.093,-1.61,0.042,-0.736,0,0
122.16,1,-0.02,0.062,-0.081,-0.019,0.047,-0.09,-1.605,0.036,-0.737,0,0
122.26,1,-0.02,0.08,-0.071,-0.017,0.066,-0.082,-1.597,0.033,-0.739,0,0
122.36,1,-0.028,0.043,-0.076,-0.022,0.057,-0.08,-1.589,0.032,-0.74,0,0
122.47,1,0.023,0.061,-0.049,-0.005,0.055,-0.065,-1.585,0.027,-0.742,0,0
122.56,1,0.007,0.078,-0.059,0.004,0.069,-0.057,-1.578,0.021,-0.745,0,0
122.66,1,-0.002,0.071,-0.064,0.003,0.067,-0.063,-1.572,0.015,-0.747,0,0
122.77,1,0.046,0.065,-0.028,0.015,0.069,-0.05,-1.567,0.009,-0.749,0,0
122.86,1,0.005,0.027,-0.054,0.024,0.05,-0.046,-1.561,0.005,-0.751,0,0
122.96,1,-0.012,0.047,-0.038,0.004,0.041,-0.044,-1.555,-0.002,-0.753,0,0
123.06,1,-0.033,0.044,-0.04,-0.017,0.047,-0.041,-1.552,-0.006,-0.756,0,0
123.16,1,-0.034,0.035,-0.018,-0.029,0.042,-0.032,-1.55,-0.008,-0.757,0,0
123.26,1,0.01,0.025,-0.025,-0.012,0.033,-0.023,-1.549,-0.01,-0.759,0,0
123.36,1,0.001,0.031,-0.041,-0.003,0.031,-0.031,-1.546,-0.01,-0.76,0,0
123.48,1,-0.009,0.016,-0.03,-0.006,0.025,-0.036,-1.545,-0.008,-0.762,0,0
123.67,1,-0.007,-0.017,-0.02,-0.02,-0.007,-0.015,-1.54,-0.002,-0.763,0,0
123.77,1,0.012,-0.015,-0.011,-0.001,-0.014,-0.015,-1.539,0.001,-0.763,0,0
123.86,1,-0.011,-0.019,-0.036,0.001,-0.02,-0.023,-1.535,0.004,-0.763,0,0
123.96,1,-0.015,-0.022,-0.005,-0.011,-0.016,-0.016,-1.534,0.006,-0.763,0,0
124.06,1,-0.021,-0.001,-0.008,-0.015,-0.014,-0.01,-1.533,0.008,-0.763,0,0
124.16,1,-0.022,-0.003,-0.013,-0.02,-0.008,-0.016,-1.533,0.011,-0.763,0,0
124.26,1,-0.007,-0.035,-0.002,-0.013,-0.015,-0.006,-1.534,0.012,-0.762,0,0
124.36,1,-0.021,-0.042,-0.022,-0.017,-0.031,-0.014,-1.531,0.016,-0.761,0,0
124.47,1,0.005,-0.041,-0.004,-0.012,-0.038,-0.01,-1.53,0.02,-0.76,0,0
124.56,1,0.023,-0.048,0.005,0.015,-0.047,0.002,-1.53,0.026,-0.759,0,0
124.67,1,-0.009,-0.05,-0.009,0.008,-0.045,-0.004,-1.527,0.026,-0.758,0,0
124.77,1,-0.057,-0.023,-0.023,-0.027,-0.038,-0.015,-1.527,0.026,-0.757,0,0
124.87,1,-0.022,-0.022,-0.002,-0.039,-0.024,-0.012,-1.529,0.024,-0.756,0,0
124.97,1,0.009,0.013,0.004,-0.014,-0.011,-0.002,-1.528,0.024,-0.756,0,0
125.07,1,-0.002,0.003,-0.03,0.004,0.003,-0.01,-1.525,0.023,-0.756,0,0
125.17,1,-0.002,0.039,0.025,-0.005,0.013,-0.005,-1.524,0.02,-0.758,0,0
125.27,1,-0.015,0.054,0.001,-0.015,0.035,0.008,-1.527,0.018,-0.76,0,0
125.37,1,-0.045,0.017,0.016,-0.025,0.034,0.003,-1.529,0.016,-0.761,0,0
125.47,1,0.008,0.033,0.039,-0.015,0.028,0.021,-1.532,0.013,-0.761,0,0
125.57,1,0.014,0.023,0.042,0.007,0.03,0.036,-1.534,0.011,-0.762,0,0
125.67,1,-0.024,0.011,0.034,-0.005,0.017,0.035,-1.536,0.009,-0.763,0,0
125.77,1,0.019,0.028,0.036,0.001,0.018,0.037,-1.54,0.009,-0.764,0,0
125.88,1,0.016,0,0.028,0.014,0.015,0.033,-1.541,0.004,-0.765,0,0
125.97,1,-0.022,-0.006,0.033,-0.004,0.004,0.033,-1.543,0,-0.766,0,0
126.07,1,-0.02,0.009,0.037,-0.015,0.005,0.035,-1.545,-0.001,-0.767,0,0
126.17,1,-0.009,0.004,0.001,-0.015,0.005,0.02,-1.548,-0.002,-0.768,0,0
126.27,1,0.004,0.003,0.028,-0.004,0.007,0.019,-1.55,-0.002,-0.769,0,0
126.37,1,-0.004,0,0.023,-0.001,0.002,0.023,-1.553,-0.003,-0.77,0,0
126.47,1,-0.041,-0.002,0.026,-0.017,-0.002,0.024,-1.556,-0.004,-0.77,0,0
126.57,1,-0.01,-0.03,0.044,-0.022,-0.011,0.032,-1.561,-0.002,-0.77,0,0
126.67,1,0.005,-0.012,0.037,-0.006,-0.017,0.039,-1.566,0.001,-0.77,0,0
126.78,1,-0.014,-0.018,0.024,-0.008,-0.015,0.031,-1.568,0.001,-0.769,0,0
126.87,1,-0.024,-0.034,0.037,-0.017,-0.022,0.036,-1.573,0.005,-0.768,0,0
126.97,1,-0.033,-0.036,0.034,-0.024,-0.035,0.033,-1.578,0.011,-0.767,0,0
127.07,1,-0.03,-0.055,0.051,-0.028,-0.04,0.038,-1.582,0.013,-0.766,0,0
127.17,1,-0.009,-0.037,0.035,-0.023,-0.044,0.042,-1.585,0.016,-0.765,0,0
127.29,1,-0.005,-0.011,0.019,-0.015,-0.032,0.029,-1.586,0.016,-0.765,0,0
127.37,1,0.023,0.017,0.033,0.005,-0.007,0.03,-1.589,0.014,-0.766,0,0
127.47,1,-0.003,0.036,0.021,0.008,0.018,0.029,-1.591,0.011,-0.767,0,0
127.57,1,-0.003,0.015,0.035,0.001,0.021,0.03,-1.593,0.01,-0.768,0,0
127.67,1,-0.01,0.002,0.023,-0.006,0.011,0.026,-1.596,0.01,-0.767,0,0
127.78,1,-0.012,-0.031,0.032,-0.009,-0.009,0.027,-1.599,0.012,-0.766,0,0
127.88,1,-0.037,-0.029,0.042,-0.019,-0.02,0.039,-1.602,0.014,-0.765,0,0
127.97,1,0.027,-0.034,0.011,-0.012,-0.029,0.022,-1.603,0.019,-0.763,0,0
128.07,1,0.05,-0.036,-0.004,0.027,-0.033,0.013,-1.604,0.025,-0.762,0,0
128.17,1,0.006,-0.048,-0.035,0.029,-0.041,-0.012,-1.6,0.031,-0.761,0,0
128.27,1,-0.045,-0.032,-0.036,-0.01,-0.039,-0.028,-1.596,0.035,-0.76,0,0
128.38,1,-0.059,-0.023,-0.023,-0.042,-0.029,-0.027,-1.594,0.035,-0.759,0,0
128.48,1,-0.012,-0.028,-0.022,-0.035,-0.025,-0.022,-1.594,0.035,-0.758,0,0
128.58,1,-0.018,-0.025,-0.04,-0.018,-0.025,-0.028,-1.591,0.038,-0.756,0,0
128.68,1,-0.002,-0.037,-0.025,-0.008,-0.035,-0.03,-1.588,0.04,-0.755,0,0
128.78,1,-0.021,-0.027,-0.025,-0.01,-0.037,-0.029,-1.587,0.047,-0.753,0,0
128.88,1,-0.021,-0.026,-0.02,-0.029,-0.017,-0.026,-1.584,0.047,-0.752,0,0
128.98,1,-0.011,-0.036,-0.03,-0.012,-0.035,-0.022,-1.584,0.049,-0.751,0,0
129.08,1,0.015,0.022,-0.014,0.001,-0.007,-0.022,-1.586,0.047,-0.751,0,0
129.19,1,-0.033,0.024,-0.005,-0.007,0.011,-0.016,-1.585,0.046,-0.751,0,0
129.29,1,-0.031,0.008,-0.015,-0.029,0.014,-0.011,-1.583,0.046,-0.75,0,0
129.38,1,0.039,0.019,-0.019,-0.007,0.011,-0.017,-1.58,0.045,-0.75,0,0
129.48,1,-0.008,0.018,-0.022,0.01,0.015,-0.02,-1.576,0.043,-0.75,0,0
129.58,1,-0.038,0.021,-0.014,-0.014,0.019,-0.017,-1.574,0.039,-0.751,0,0
129.68,1,-0.013,0.028,0.004,-0.022,0.022,-0.008,-1.573,0.037,-0.751,0,0
129.78,1,-0.021,0.028,-0.023,-0.02,0.026,-0.01,-1.57,0.033,-0.751,0,0
129.88,1,-0.018,0.031,-0.011,-0.016,0.028,-0.012,-1.569,0.032,-0.751,0,0
129.98,1,0.02,0.021,-0.001,-0.002,0.029,-0.012,-1.569,0.033,-0.751,0,0
130.08,1,0.035,0.007,-0.012,0.016,0.02,-0.008,-1.566,0.034,-0.751,0,0
130.18,1,0.008,-0.005,-0.021,0.019,0.002,-0.014,-1.566,0.035,-0.752,0,0
130.28,1,-0.014,0,-0.002,0.008,0,-0.009,-1.564,0.032,-0.752,0,0
130.39,1,-0.061,0.025,-0.017,-0.029,0.01,-0.013,-1.565,0.029,-0.753,0,0
130.49,1,-0.04,0.022,-0.009,-0.047,0.016,-0.012,-1.565,0.026,-0.753,0,0
130.58,1,-0.01,0.018,-0.008,-0.025,0.021,-0.008,-1.564,0.024,-0.752,0,0
130.68,1,0.008,-0.002,-0.018,-0.007,0.012,-0.013,-1.562,0.025,-0.752,0,0
130.78,1,0.001,0.001,-0.001,0,0.003,-0.009,-1.565,0.025,-0.752,0,0
130.88,1,0,-0.005,-0.001,-0.001,-0.001,-0.003,-1.57,0.021,-0.753,0,0
130.99,1,0.003,-0.004,-0.005,0.002,-0.004,-0.005,-1.573,0.019,-0.752,0,0
131.08,1,0.002,0,-0.005,0.004,-0.001,-0.005,-1.575,0.019,-0.75,0,0
131.19,1,-0.017,0.007,-0.002,-0.008,0.003,-0.003,-1.576,0.019,-0.75,0,0
131.29,1,-0.003,-0.008,-0.003,-0.007,0,-0.003,-1.577,0.019,-0.749,0,0
131.38,1,-0.02,0.003,-0.011,-0.011,0.001,-0.005,-1.572,0.021,-0.748,0,0
131.48,1,-0.016,0.014,0.009,-0.014,0.002,-0.002,-1.564,0.02,-0.749,0,0
131.59,1,-0.007,0.011,-0.006,-0.013,0.01,-0.004,-1.557,0.02,-0.75,0,0
131.68,1,-0.008,-0.014,-0.003,-0.008,0.004,-0.004,-1.556,0.023,-0.75,0,0
131.78,1,-0.013,-0.046,0.016,-0.008,-0.021,0.006,-1.557,0.027,-0.748,0,0
131.89,1,0.015,-0.068,-0.008,0.004,-0.047,0.003,-1.557,0.034,-0.746,0,0
131.99,1,-0.046,-0.033,-0.002,-0.019,-0.044,-0.002,-1.559,0.039,-0.745,0,0
132.09,1,-0.022,-0.038,0.012,-0.03,-0.04,0.002,-1.56,0.042,-0.743,0,0
132.19,1,0.019,-0.039,0.009,-0.007,-0.042,0.01,-1.554,0.044,-0.742,0,0
132.29,1,0.02,-0.024,-0.012,0.012,-0.034,0.001,-1.544,0.041,-0.742,0,0
132.39,1,-0.025,0.001,-0.001,0.002,-0.016,-0.005,-1.541,0.037,-0.74,0,0
132.49,1,-0.042,0.011,0.008,-0.023,-0.002,0.002,-1.542,0.035,-0.739,0,0
132.59,1,-0.011,0.004,0.005,-0.025,0.001,0.005,-1.534,0.034,-0.737,0,0
132.69,1,-0.004,0.011,-0.011,-0.015,0.005,-0.003,-1.534,0.034,-0.736,0,0
132.79,1,0.004,0.012,0.006,-0.002,0.012,0,-1.537,0.034,-0.735,0,0
132.89,1,0.009,0.021,0,0.006,0.016,0.002,-1.532,0.03,-0.737,0,0
132.99,1,-0.006,0.022,-0.006,-0.001,0.017,-0.003,-1.533,0.028,-0.737,0,0
133.09,1,-0.047,0.038,-0.001,-0.018,0.028,-0.001,-1.544,0.03,-0.736,0,0
133.19,1,-0.037,0.048,0.011,-0.04,0.043,0.001,-1.557,0.03,-0.738,0,0
133.3,1,-0.038,0.01,-0.02,-0.034,0.025,-0.006,-1.557,0.03,-0.738,0,0
133.39,1,-0.028,0.024,0.014,-0.034,0.024,0.001,-1.557,0.029,-0.739,0,0
133.5,1,0.013,0.027,0.005,-0.011,0.024,0.006,-1.557,0.026,-0.739,0,0
133.79,1,-0.003,0.015,-0.018,0.026,0.014,-0.008,-1.54,0.018,-0.739,0,0
133.89,1,-0.087,0.004,0.001,-0.028,0.008,-0.006,-1.542,0.018,-0.739,0,0
133.99,1,-0.086,0.012,0.009,-0.069,0.012,0.001,-1.547,0.019,-0.738,0,0
134.09,1,0.014,-0.001,0.02,-0.042,0.005,0.01,-1.553,0.02,-0.74,0,0
134.2,1,0.037,-0.01,0.002,0.008,-0.003,0.013,-1.553,0.021,-0.74,0,0
134.29,1,0.024,-0.001,0.003,0.022,-0.004,0.004,-1.553,0.022,-0.74,0,0
134.39,1,-0.012,0.012,0.003,0.008,0,0.003,-1.553,0.021,-0.741,0,0
134.49,1,-0.054,0.028,0.008,-0.02,0.016,0.008,-1.555,0.021,-0.741,0,0
134.6,1,-0.021,-0.032,0.025,-0.034,0.001,0.012,-1.558,0.023,-0.74,0,0
134.7,1,-0.006,-0.042,0.021,-0.021,-0.027,0.02,-1.56,0.023,-0.739,0,0
134.8,1,0.013,-0.016,0.032,-0.002,-0.027,0.023,-1.562,0.025,-0.739,0,0
134.89,1,0.021,-0.004,0.043,0.012,-0.017,0.036,-1.564,0.025,-0.739,0,0
134.99,1,0.032,0.023,0.041,0.02,0.006,0.038,-1.568,0.025,-0.739,0,0
135.09,1,0.001,0.032,0.029,0.019,0.021,0.033,-1.569,0.022,-0.739,0,0
135.19,1,-0.032,0.011,0.023,-0.008,0.021,0.031,-1.573,0.025,-0.739,0,0
135.3,1,-0.019,-0.002,0.034,-0.018,0.006,0.03,-1.575,0.025,-0.739,0,0
135.4,1,-0.021,0.013,0.014,-0.02,0.01,0.026,-1.578,0.025,-0.739,0,0
135.5,1,0.003,0.013,0.033,-0.006,0.012,0.026,-1.581,0.022,-0.74,0,0
135.6,1,-0.01,0.006,0.022,-0.009,0.007,0.028,-1.583,0.02,-0.74,0,0
135.7,1,-0.006,0.003,0.029,-0.008,0.009,0.027,-1.586,0.02,-0.74,0,0
135.8,1,0.003,0.011,0.038,-0.004,0.01,0.03,-1.589,0.021,-0.74,0,0
135.9,1,0.007,-0.003,0.022,0,0.002,0.027,-1.589,0.02,-0.74,0,0
136,1,-0.018,-0.009,0.025,-0.001,-0.004,0.027,-1.592,0.023,-0.74,0,0
136.1,1,-0.08,-0.001,0.003,-0.036,-0.002,0.014,-1.593,0.021,-0.74,0,0
136.2,1,-0.046,-0.003,0.035,-0.056,-0.001,0.021,-1.596,0.022,-0.74,0,0
136.3,1,-0.009,-0.021,0.023,-0.031,-0.012,0.025,-1.598,0.023,-0.739,0,0
136.41,1,0.038,-0.034,0.016,-0.001,-0.024,0.019,-1.598,0.026,-0.737,0,0
136.5,1,0.048,-0.022,0.007,0.033,-0.025,0.014,-1.598,0.029,-0.736,0,0
136.6,1,0.003,-0.027,-0.001,0.026,-0.025,0.005,-1.598,0.031,-0.735,0,0
136.7,1,-0.038,-0.007,0.02,-0.009,-0.017,0.009,-1.6,0.033,-0.734,0,0
136.8,1,-0.012,-0.018,0.028,-0.019,-0.014,0.022,-1.601,0.035,-0.733,0,0
136.9,1,0.007,-0.019,-0.008,-0.004,-0.016,0.009,-1.6,0.036,-0.733,0,0
137,1,-0.023,0.006,-0.003,-0.013,-0.009,0,-1.6,0.036,-0.733,0,0
137.1,1,-0.012,0.038,0,-0.015,0.013,0,-1.602,0.032,-0.733,0,0
137.2,1,-0.003,0.031,0.001,-0.009,0.024,0,-1.602,0.029,-0.734,0,0
137.31,1,0.014,0.026,-0.002,0.002,0.028,0,-1.6,0.029,-0.734,0,0
137.4,1,-0.008,0.015,-0.022,0.002,0.02,-0.011,-1.598,0.028,-0.734,0,0
137.5,1,-0.032,0.019,0.002,-0.014,0.015,-0.006,-1.599,0.027,-0.735,0,0
137.61,1,-0.043,0.013,-0.011,-0.028,0.023,-0.004,-1.598,0.024,-0.736,0,0
137.7,1,-0.035,0.04,0.003,-0.037,0.027,-0.008,-1.598,0.022,-0.736,0,0
137.8,1,-0.034,0.029,-0.011,-0.039,0.028,-0.006,-1.598,0.018,-0.737,0,0
137.9,1,-0.001,-0.008,-0.012,-0.021,0.018,-0.008,-1.598,0.019,-0.737,0,0
138,1,-0.001,-0.017,0.006,-0.006,-0.005,-0.005,-1.598,0.022,-0.736,0,0
138.1,1,-0.013,-0.032,-0.009,-0.005,-0.021,-0.002,-1.599,0.025,-0.735,0,0
138.21,1,-0.016,-0.032,0.009,-0.011,-0.028,0.002,-1.599,0.028,-0.734,0,0
138.3,1,-0.024,-0.04,-0.018,-0.012,-0.028,-0.005,-1.598,0.031,-0.733,0,0
138.4,1,-0.019,-0.017,-0.004,-0.025,-0.031,-0.013,-1.596,0.032,-0.733,0,0
138.5,1,-0.002,-0.013,0.012,-0.014,-0.017,0.006,-1.599,0.033,-0.733,0,0
138.6,1,-0.01,0.008,-0.013,-0.007,-0.008,-0.004,-1.598,0.032,-0.732,0,0
138.7,1,0.018,-0.004,-0.012,0.001,0,-0.007,-1.597,0.033,-0.732,0,0
138.81,1,-0.005,-0.016,-0.013,0.004,-0.007,-0.013,-1.597,0.035,-0.731,0,0
138.91,1,-0.05,0.001,-0.015,-0.024,-0.007,-0.016,-1.597,0.037,-0.73,0,0
139.01,1,-0.009,-0.003,-0.008,-0.026,-0.006,-0.006,-1.598,0.034,-0.731,0,0
139.11,1,0.004,0.026,-0.015,-0.005,0.008,-0.014,-1.596,0.031,-0.731,0,0
139.21,1,0.004,0.05,0.002,-0.003,0.027,-0.009,-1.594,0.028,-0.732,0,0
139.31,1,0.006,0.048,0.011,0.004,0.042,0.002,-1.592,0.025,-0.733,0,0
139.41,1,0.003,0.024,-0.016,0.002,0.038,-0.003,-1.591,0.023,-0.734,0,0
139.51,1,-0.016,0.007,-0.006,-0.005,0.021,-0.007,-1.591,0.022,-0.734,0,0
139.61,1,-0.059,0.006,-0.005,-0.025,0.011,-0.006,-1.59,0.021,-0.735,0,0
139.71,1,-0.034,0.019,0,-0.041,0.012,-0.001,-1.589,0.02,-0.735,0,0
139.81,1,0.005,0.005,0.003,-0.02,0.011,-0.001,-1.59,0.021,-0.736,0,0
139.91,1,0.011,-0.006,-0.007,-0.003,0.003,-0.003,-1.591,0.021,-0.736,0,0
140.01,1,-0.004,-0.008,0,0.005,-0.001,-0.004,-1.591,0.021,-0.736,0,0
140.11,1,-0.022,-0.001,0.007,-0.007,-0.005,0.004,-1.592,0.023,-0.736,0,0
140.21,1,-0.038,-0.007,0.003,-0.026,-0.004,0.002,-1.592,0.024,-0.736,0,0
140.31,1,-0.004,-0.009,0.01,-0.022,-0.007,0.004,-1.593,0.023,-0.736,0,0
140.41,1,0.007,-0.013,0.015,-0.004,-0.01,0.012,-1.592,0.021,-0.736,0,0
140.51,1,0.017,0.017,-0.009,0.004,0,0.002,-1.591,0.022,-0.736,0,0
140.61,1,0.01,0.011,-0.007,0.01,0.006,-0.003,-1.591,0.023,-0.736,0,0
140.71,1,-0.042,0.003,-0.02,-0.009,0.007,-0.012,-1.591,0.024,-0.736,0,0
140.81,1,-0.052,-0.01,0.006,-0.034,-0.001,-0.004,-1.591,0.025,-0.736,0,0
140.91,1,-0.03,-0.015,-0.006,-0.037,-0.01,-0.005,-1.591,0.026,-0.736,0,0
141.01,1,-0.006,-0.005,-0.007,-0.026,-0.008,-0.006,-1.591,0.028,-0.736,0,0
141.11,1,0.028,-0.046,0.02,0.005,-0.022,0.004,-1.59,0.029,-0.735,0,0
141.21,1,-0.001,-0.036,-0.015,0.009,-0.035,0.002,-1.586,0.029,-0.735,0,0
141.31,1,-0.072,-0.029,-0.006,-0.024,-0.035,-0.006,-1.586,0.03,-0.734,0,0
141.41,1,-0.045,0.011,0.009,-0.051,-0.014,0.001,-1.588,0.031,-0.734,0,0
141.51,1,0.019,0.016,0.011,-0.02,0.005,0.007,-1.589,0.031,-0.733,0,0
141.61,1,0.015,0.018,-0.004,0.007,0.014,0.002,-1.587,0.029,-0.733,0,0
