Timestamp (seconds),system activated, Acceleration in X (Gs),Acceleration in Y (Gs), Altitude (meters),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Event type,level
267.92,1,-0.001,-0.008,-0.005,0.001,-0.009,-0.005,-1.553,-0.049,-1.435,0,0
268.03,1,-0.01,-0.01,0.002,-0.003,-0.012,-0.001,-1.553,-0.048,-1.436,0,0
268.13,1,0.018,-0.005,0.011,-0.001,-0.007,0.003,-1.553,-0.047,-1.437,0,0
268.23,1,0.031,0.007,0.006,0.026,-0.003,0.01,-1.552,-0.048,-1.438,0,0
268.32,1,-0.084,0.021,0.008,-0.023,0.012,0.004,-1.552,-0.048,-1.44,0,0
268.42,1,-0.047,0.011,0,-0.049,0.014,0.004,-1.55,-0.048,-1.443,0,0
268.52,1,0.003,-0.009,0,-0.026,0.007,0.004,-1.544,-0.046,-1.443,0,0
268.62,1,-0.017,-0.026,0.013,-0.014,-0.011,0.004,-1.543,-0.042,-1.441,0,0
268.73,1,0.014,-0.033,0.003,-0.004,-0.025,0.006,-1.544,-0.039,-1.44,0,0
268.82,1,0.003,-0.01,0.013,0.001,-0.022,0.011,-1.541,-0.038,-1.441,0,0
268.92,1,-0.025,0.002,0.009,-0.007,-0.009,0.008,-1.533,-0.038,-1.443,0,0
269.02,1,0,-0.008,0.017,-0.011,-0.005,0.013,-1.517,-0.035,-1.443,0,0
269.12,1,-0.025,-0.005,0.012,-0.011,-0.007,0.011,-1.525,-0.035,-1.444,0,0
269.22,1,-0.004,-0.002,0.009,-0.015,-0.002,0.014,-1.54,-0.034,-1.444,0,0
269.32,1,-0.017,0.008,0.016,-0.011,-0.002,0.013,-1.551,-0.032,-1.448,0,0
269.42,1,-0.029,-0.013,-0.002,-0.017,-0.002,0.008,-1.552,-0.031,-1.448,0,0
269.52,1,0.004,-0.008,0.011,-0.013,-0.007,0.005,-1.548,-0.031,-1.449,0,0
269.62,1,0.004,0.003,0.022,-0.007,-0.004,0.014,-1.546,-0.032,-1.449,0,0
269.72,1,-0.021,-0.001,-0.004,-0.003,-0.001,0.008,-1.544,-0.033,-1.45,0,0
269.83,1,-0.016,-0.001,0.009,-0.008,-0.002,0.008,-1.545,-0.033,-1.451,0,0
269.92,1,-0.005,-0.015,-0.001,-0.025,-0.004,0.002,-1.546,-0.035,-1.451,0,0
270.02,1,0.023,-0.028,0.02,0.012,-0.02,0.011,-1.55,-0.033,-1.452,0,0
270.12,1,-0.023,0.019,0.007,-0.009,-0.003,0.01,-1.55,-0.03,-1.453,0,0
270.22,1,0.05,-0.014,-0.004,0.014,-0.002,0.004,-1.549,-0.031,-1.454,0,0
270.32,1,0.053,-0.027,0.015,0.035,-0.014,0,-1.549,-0.029,-1.454,0,0
270.42,1,-0.035,0.045,0.009,0.018,0.006,0.011,-1.549,-0.028,-1.456,0,0
270.52,1,-0.016,0.024,0.017,-0.017,0.023,0.014,-1.553,-0.031,-1.458,0,0
270.64,1,-0.01,0.015,0.026,-0.007,0.016,0.018,-1.558,-0.032,-1.46,0,0
270.72,1,-0.017,0.023,0.012,-0.014,0.022,0.02,-1.564,-0.034,-1.461,0,0
270.82,1,-0.015,0.028,0.007,-0.009,0.024,0.012,-1.571,-0.036,-1.462,0,0
270.92,1,-0.02,0.034,0.001,-0.015,0.026,0.006,-1.573,-0.039,-1.464,0,0
271.02,1,-0.017,0.017,0.022,-0.021,0.027,0.013,-1.568,-0.042,-1.466,0,0
271.13,1,0.006,0.03,0.01,-0.009,0.026,0.012,-1.567,-0.042,-1.466,0,0
271.23,1,-0.002,0.018,0,-0.003,0.024,0.011,-1.567,-0.042,-1.467,0,0
271.33,1,-0.023,-0.022,0.012,-0.011,0.004,0.005,-1.576,-0.04,-1.469,0,0
271.43,1,-0.037,0.02,0.016,-0.02,0.003,0.01,-1.582,-0.04,-1.469,0,0
271.53,1,-0.027,-0.003,-0.002,-0.03,0.005,0.008,-1.585,-0.041,-1.47,0,0
271.63,1,-0.002,-0.002,-0.004,-0.018,0.001,0.005,-1.587,-0.041,-1.47,0,0
271.73,1,-0.031,-0.001,0.002,-0.019,-0.004,-0.003,-1.59,-0.04,-1.471,0,0
271.83,1,-0.013,-0.004,0.008,-0.018,-0.004,0.005,-1.596,-0.039,-1.472,0,0
271.93,1,-0.022,0.004,0.022,-0.019,0.001,0.01,-1.601,-0.038,-1.473,0,0
272.03,1,-0.009,-0.017,-0.02,-0.015,-0.006,-0.001,-1.597,-0.038,-1.472,0,0
272.13,1,0.006,-0.009,-0.005,-0.009,-0.009,-0.004,-1.591,-0.036,-1.474,0,0
272.23,1,-0.059,0.021,-0.019,-0.03,0.004,-0.011,-1.591,-0.033,-1.474,0,0
272.33,1,0.003,0.003,0.027,-0.03,0.011,0.006,-1.592,-0.033,-1.475,0,0
272.43,1,0.031,-0.028,0.013,0.01,-0.008,0.011,-1.59,-0.032,-1.475,0,0
272.53,1,0.026,-0.039,-0.002,0.02,-0.025,0.006,-1.59,-0.032,-1.476,0,0
272.63,1,-0.068,0.016,-0.012,0.003,-0.017,-0.001,-1.59,-0.029,-1.477,0,0
272.74,1,0.079,-0.017,0.015,0.002,-0.005,0.001,-1.59,-0.029,-1.477,0,0
272.83,1,-0.032,0.008,-0.006,0,0.002,0.001,-1.59,-0.031,-1.478,0,0
272.93,1,-0.023,-0.013,0.018,-0.011,-0.009,0.005,-1.591,-0.029,-1.478,0,0
273.04,1,-0.012,-0.007,0.015,-0.013,-0.008,0.014,-1.593,-0.03,-1.479,0,0
273.13,1,-0.007,-0.009,-0.001,-0.009,-0.01,0.008,-1.595,-0.031,-1.479,0,0
273.23,1,-0.006,-0.022,0.014,-0.007,-0.012,0.01,-1.596,-0.029,-1.479,0,0
273.34,1,0.022,-0.006,0.013,0.011,-0.018,0.009,-1.598,-0.029,-1.479,0,0
273.44,1,-0.013,-0.011,-0.004,-0.007,-0.007,0.007,-1.598,-0.028,-1.479,0,0
273.53,1,0.002,-0.022,0.001,0.001,-0.018,0.005,-1.598,-0.025,-1.479,0,0
273.64,1,-0.016,-0.01,0.004,-0.007,-0.012,-0.002,-1.597,-0.023,-1.478,0,0
273.74,1,-0.017,-0.026,0,-0.019,-0.016,0.002,-1.598,-0.022,-1.478,0,0
273.83,1,-0.028,-0.038,0.009,-0.014,-0.03,0.002,-1.597,-0.02,-1.477,0,0
273.93,1,-0.039,-0.058,0.007,-0.027,-0.042,0.009,-1.596,-0.013,-1.475,0,0
274.03,1,-0.009,-0.057,0.012,-0.026,-0.052,0.009,-1.598,-0.007,-1.473,0,0
274.13,1,0.034,-0.085,-0.014,0,-0.066,0.002,-1.597,0.001,-1.471,0,0
274.25,1,-0.004,-0.042,0.003,0.009,-0.062,-0.006,-1.597,0.006,-1.469,0,0
274.33,1,-0.031,-0.03,-0.007,-0.011,-0.044,0.001,-1.596,0.01,-1.467,0,0
274.43,1,-0.049,-0.006,-0.006,-0.034,-0.024,-0.008,-1.595,0.01,-1.465,0,0
274.53,1,-0.01,-0.038,-0.007,-0.017,-0.027,-0.005,-1.596,0.011,-1.464,0,0
274.63,1,-0.008,-0.023,0.006,-0.02,-0.028,-0.003,-1.594,0.013,-1.463,0,0
274.74,1,-0.065,0.024,-0.018,-0.025,-0.009,-0.004,-1.589,0.012,-1.462,0,0
274.83,1,-0.012,-0.016,0.003,-0.048,0.006,-0.009,-1.588,0.01,-1.461,0,0
274.95,1,-0.042,-0.012,0,-0.005,-0.02,0.002,-1.59,0.01,-1.46,0,0
275.04,1,0.003,-0.022,0.02,-0.043,-0.01,0.007,-1.59,0.011,-1.459,0,0
275.14,1,0,-0.001,0.009,-0.003,-0.013,0.011,-1.589,0.011,-1.458,0,0
275.24,1,0.046,-0.007,0.003,0.012,-0.004,0.009,-1.59,0.009,-1.458,0,0
275.34,1,0.064,0,0.001,0.065,-0.011,0.003,-1.591,0.007,-1.457,0,0
275.44,1,0.005,0.011,0,0.008,0.014,0.001,-1.592,0.006,-1.456,0,0
275.54,1,-0.006,-0.015,-0.008,0.018,-0.006,-0.002,-1.592,0.005,-1.456,0,0
275.64,1,-0.037,-0.025,-0.024,-0.024,-0.012,-0.017,-1.589,0.005,-1.454,0,0
275.74,1,-0.033,-0.004,-0.008,-0.013,-0.016,-0.01,-1.589,0.004,-1.453,0,0
275.84,1,-0.032,-0.024,-0.003,-0.034,-0.015,-0.01,-1.588,0.006,-1.452,0,0
275.94,1,0.014,-0.018,0.017,-0.014,-0.018,0.009,-1.588,0.006,-1.451,0,0
276.04,1,0.036,-0.034,0.009,0.009,-0.025,0.003,-1.587,0.01,-1.449,0,0
276.14,1,0.007,-0.015,-0.007,0.021,-0.026,0.004,-1.587,0.012,-1.448,0,0
276.24,1,-0.005,-0.009,0.004,-0.001,-0.009,-0.001,-1.59,0.01,-1.447,0,0
276.34,1,-0.034,-0.008,-0.011,0.007,-0.017,0.001,-1.592,0.009,-1.446,0,0
276.44,1,-0.065,0.004,-0.021,-0.049,0,-0.017,-1.593,0.009,-1.445,0,0
276.55,1,-0.082,-0.002,-0.019,-0.05,-0.006,-0.013,-1.594,0.011,-1.444,0,0
276.64,1,-0.051,0.004,-0.009,-0.08,0.006,-0.019,-1.595,0.014,-1.443,0,0
276.74,1,-0.099,0.023,-0.029,-0.061,0.007,-0.015,-1.596,0.014,-1.442,0,0
276.84,1,0.102,-0.019,0.011,-0.02,0.003,-0.014,-1.594,0.009,-1.441,0,0
276.94,1,0.082,0.023,0.019,0.066,0.002,0.009,-1.592,0.003,-1.441,0,0
277.04,1,-0.059,0.049,-0.034,-0.002,0.034,-0.011,-1.589,-0.002,-1.441,0,0
277.14,1,-0.018,0.036,-0.021,-0.002,0.028,-0.013,-1.589,-0.005,-1.441,0,0
277.25,1,-0.031,0.049,-0.04,-0.032,0.046,-0.034,-1.589,-0.007,-1.441,0,0
277.35,1,0.043,0.002,0.002,0.014,0.025,-0.012,-1.588,-0.009,-1.44,0,0
277.44,1,-0.008,0.016,-0.047,-0.005,0.021,-0.031,-1.59,-0.011,-1.44,0,0
277.54,1,-0.021,0.017,-0.014,-0.003,0.015,-0.024,-1.588,-0.013,-1.439,0,0
277.64,1,0.034,-0.027,-0.03,0.006,0,-0.026,-1.585,-0.015,-1.438,0,0
277.74,1,-0.01,0.014,-0.017,0.001,-0.001,-0.022,-1.585,-0.018,-1.437,0,0
277.84,1,-0.001,0,-0.028,0.008,0.001,-0.021,-1.581,-0.018,-1.436,0,0
277.94,1,-0.027,-0.002,-0.032,-0.014,0.002,-0.036,-1.577,-0.018,-1.435,0,0
278.06,1,0.025,-0.014,-0.017,0,-0.008,-0.018,-1.575,-0.019,-1.434,0,0
278.15,1,0.026,0.004,-0.005,0.012,-0.003,-0.019,-1.572,-0.018,-1.433,0,0
278.24,1,-0.004,-0.005,-0.027,0.02,-0.005,-0.014,-1.568,-0.018,-1.432,0,0
278.34,1,0.048,-0.015,0.012,0.006,-0.004,-0.014,-1.565,-0.018,-1.431,0,0
278.44,1,-0.007,0.005,-0.026,0.019,-0.006,-0.008,-1.564,-0.016,-1.429,0,0
278.54,1,0.06,-0.02,-0.001,0.025,-0.005,-0.015,-1.563,-0.014,-1.428,0,0
278.65,1,-0.064,0.009,-0.051,0.001,-0.003,-0.022,-1.562,-0.014,-1.426,0,0
278.75,1,0.047,-0.042,-0.015,0.009,-0.019,-0.027,-1.564,-0.012,-1.424,0,0
278.85,1,-0.079,-0.011,-0.05,-0.023,-0.018,-0.031,-1.564,-0.009,-1.423,0,0
278.95,1,0,-0.064,0.014,-0.012,-0.041,-0.014,-1.564,-0.008,-1.421,0,0
279.06,1,0.001,-0.029,-0.004,-0.004,-0.041,-0.003,-1.565,-0.01,-1.42,0,0
279.15,1,-0.03,-0.012,-0.019,-0.03,-0.022,-0.017,-1.563,-0.013,-1.419,0,0
279.26,1,0.006,-0.008,0.016,-0.012,-0.012,0.004,-1.566,-0.016,-1.418,0,0
279.36,1,0.05,-0.027,-0.033,0.023,-0.022,-0.015,-1.561,-0.021,-1.416,0,0
279.45,1,0,0.008,-0.007,0.014,-0.006,-0.013,-1.56,-0.021,-1.415,0,0
279.55,1,0.007,0,-0.01,0.012,-0.004,-0.012,-1.558,-0.02,-1.414,0,0
279.65,1,-0.038,0.02,-0.018,-0.007,0.006,-0.009,-1.556,-0.021,-1.413,0,0
279.75,1,0.034,-0.022,0.001,-0.002,0,-0.014,-1.556,-0.019,-1.411,0,0
279.85,1,0.019,-0.011,0.035,0.021,-0.012,0.014,-1.555,-0.016,-1.41,0,0
279.95,1,-0.011,-0.014,-0.028,-0.007,-0.008,-0.004,-1.553,-0.013,-1.409,0,0
280.05,1,0.013,-0.007,0.014,0.014,-0.016,0.005,-1.553,-0.011,-1.407,0,0
280.15,1,-0.011,0.015,-0.03,-0.012,0.005,-0.019,-1.551,-0.008,-1.406,0,0
280.25,1,0.024,0.002,0.021,0.024,0.001,0.008,-1.552,-0.008,-1.406,0,0
280.35,1,-0.03,0.022,-0.024,-0.01,0.014,-0.007,-1.551,-0.009,-1.405,0,0
280.46,1,-0.004,-0.012,-0.009,-0.006,0.003,-0.009,-1.551,-0.01,-1.405,0,0
280.55,1,-0.006,0.006,-0.011,-0.012,0.001,-0.015,-1.551,-0.011,-1.404,0,0
280.66,1,-0.01,0.012,-0.011,0,0.006,-0.008,-1.55,-0.012,-1.403,0,0
280.75,1,-0.018,-0.005,-0.003,-0.02,0.006,-0.012,-1.549,-0.013,-1.402,0,0
280.95,1,0.011,-0.023,-0.004,-0.039,0.002,-0.01,-1.553,-0.013,-1.4,0,0
281.05,1,0.087,-0.016,0.014,0.025,-0.013,-0.005,-1.552,-0.015,-1.4,0,0
281.16,1,0.073,0.004,0.001,0.06,-0.008,0.005,-1.552,-0.02,-1.399,0,0
281.25,1,0.034,0.031,-0.005,0.064,0.007,-0.002,-1.551,-0.021,-1.399,0,0
281.35,1,0.064,-0.026,-0.013,0.056,0.002,-0.007,-1.552,-0.021,-1.398,0,0
281.46,1,-0.061,0.007,-0.018,0.003,0.001,-0.009,-1.552,-0.019,-1.397,0,0
281.56,1,-0.059,0.005,-0.019,-0.033,0.001,-0.02,-1.549,-0.019,-1.396,0,0
281.66,1,-0.039,0.014,-0.011,-0.042,0.004,-0.012,-1.548,-0.017,-1.396,0,0
281.75,1,0.007,0,0.003,-0.022,0.007,-0.006,-1.548,-0.016,-1.395,0,0
281.85,1,0.025,-0.01,-0.014,0.004,-0.003,-0.008,-1.548,-0.012,-1.395,0,0
281.95,1,-0.036,0.014,-0.02,-0.005,0.001,-0.015,-1.546,-0.011,-1.394,0,0
282.05,1,-0.028,-0.008,0,-0.021,0.01,-0.01,-1.547,-0.011,-1.394,0,0
282.16,1,0,-0.016,-0.003,-0.015,-0.006,-0.006,-1.547,-0.008,-1.393,0,0
282.26,1,-0.032,-0.019,-0.035,-0.017,-0.018,-0.017,-1.545,-0.004,-1.392,0,0
282.37,1,0.004,-0.027,0.001,-0.011,-0.02,-0.014,-1.546,0.001,-1.391,0,0
282.47,1,0.059,0.006,0.008,0.006,-0.021,-0.006,-1.544,0.002,-1.39,0,0
282.56,1,0.015,0.019,-0.015,0.044,0.008,0.001,-1.542,0.002,-1.389,0,0
282.66,1,-0.017,0.069,0.001,0.012,0.04,-0.004,-1.54,0.002,-1.387,0,0
282.76,1,0.01,-0.006,-0.003,-0.005,0.032,-0.005,-1.539,0.003,-1.385,0,0
282.86,1,-0.031,-0.054,0.01,-0.013,-0.017,0,-1.538,0.007,-1.384,0,0
282.96,1,0.016,-0.041,-0.001,-0.008,-0.04,0.002,-1.538,0.008,-1.383,0,0
283.06,1,0.025,-0.007,-0.002,0.017,-0.026,0.007,-1.539,0.009,-1.382,0,0
283.16,1,0.064,-0.018,0.005,0.031,-0.018,-0.005,-1.536,0.005,-1.381,0,0
283.26,1,0.016,0.028,0.011,0.045,0.003,0.003,-1.535,0,-1.38,0,0
283.37,1,0.079,-0.024,-0.031,0.05,0.009,-0.007,-1.537,-0.001,-1.38,0,0
283.46,1,0.024,0.079,0.005,0.048,0.011,-0.004,-1.535,-0.003,-1.379,0,0
283.57,1,-0.058,0.062,-0.039,-0.012,0.057,-0.02,-1.534,-0.004,-1.378,0,0
283.67,1,-0.063,0.019,-0.008,-0.043,0.038,-0.016,-1.535,-0.003,-1.378,0,0
283.76,1,-0.095,0.029,-0.017,-0.07,0.033,-0.016,-1.536,0,-1.377,0,0
283.86,1,0.023,0.015,0.004,-0.038,0.024,-0.005,-1.536,0.001,-1.377,0,0
283.97,1,0.023,0.008,0.006,-0.003,0.016,0.002,-1.535,0,-1.376,0,0
284.06,1,0.081,0.008,0.025,0.053,0.005,0.006,-1.532,0.002,-1.376,0,0
284.16,1,0.029,0.025,0.009,0.043,0.018,0.014,-1.529,0,-1.375,0,0
284.26,1,0.006,0.004,0.02,0.03,0.015,0.019,-1.528,-0.002,-1.374,0,0
284.36,1,-0.072,0.029,-0.009,-0.016,0.015,0.006,-1.529,-0.002,-1.373,0,0
284.46,1,0.039,0.019,0.001,-0.009,0.018,0.001,-1.529,0.001,-1.372,0,0
284.57,1,0.019,-0.003,-0.006,0.012,0.014,0.001,-1.528,0.003,-1.371,0,0
284.67,1,-0.002,-0.015,-0.018,0.007,0.001,-0.008,-1.528,0.004,-1.37,0,0
284.77,1,-0.001,-0.019,-0.008,0.003,-0.015,-0.014,-1.529,0.005,-1.369,0,0
284.87,1,-0.036,0.028,-0.004,-0.011,0,-0.006,-1.53,0.002,-1.369,0,0
284.97,1,-0.083,0.034,-0.017,-0.054,0.022,-0.011,-1.533,0.001,-1.368,0,0
285.06,1,-0.048,0.032,-0.01,-0.055,0.029,-0.01,-1.535,0.003,-1.366,0,0
285.16,1,-0.002,0.007,-0.007,-0.036,0.023,-0.01,-1.537,0.009,-1.365,0,0
285.27,1,0.048,0.005,-0.015,0.019,0.006,-0.013,-1.536,0.007,-1.365,0,0
285.36,1,0.007,0.014,0.002,0.017,0.011,-0.006,-1.536,0.004,-1.365,0,0
285.47,1,-0.043,0.017,-0.012,-0.026,0.022,-0.01,-1.534,0.002,-1.365,0,0
285.57,1,0.065,-0.02,0.009,0.017,-0.002,0.003,-1.534,0.002,-1.365,0,0
285.67,1,-0.025,0.042,-0.001,0.002,0.017,0.002,-1.533,-0.002,-1.363,0,0
285.78,1,0.04,0.009,0.004,0.025,0.016,0,-1.533,0,-1.363,0,0
285.87,1,-0.016,-0.013,0.015,0.006,0.001,0.01,-1.535,0.003,-1.362,0,0
285.98,1,-0.018,-0.021,0.027,-0.002,-0.009,0.018,-1.536,0.005,-1.361,0,0
286.07,1,-0.092,0.007,0.013,-0.043,-0.006,0.016,-1.539,0.01,-1.36,0,0
286.17,1,-0.06,-0.008,0.017,-0.064,-0.004,0.017,-1.54,0.012,-1.359,0,0
286.27,1,-0.11,0.011,0.025,-0.087,0,0.021,-1.542,0.016,-1.358,0,0
286.37,1,-0.042,-0.011,0.023,-0.073,-0.001,0.022,-1.545,0.018,-1.357,0,0
286.47,1,0.011,0.017,0.026,-0.027,0.001,0.024,-1.548,0.019,-1.356,0,0
286.57,1,0.041,0.025,0.028,0.008,0.015,0.027,-1.55,0.019,-1.355,0,0
286.67,1,0.085,0.018,0.013,0.053,0.017,0.02,-1.551,0.021,-1.355,0,0
286.77,1,0.018,0.041,0.004,0.044,0.028,0.015,-1.549,0.021,-1.355,0,0
286.87,1,0.053,0.024,0.023,0.042,0.03,0.015,-1.546,0.017,-1.355,0,0
286.97,1,-0.043,0.053,0.003,0.011,0.038,0.012,-1.546,0.016,-1.356,0,0
287.07,1,-0.012,0.016,0.002,-0.024,0.034,0.002,-1.544,0.019,-1.356,0,0
287.18,1,-0.079,-0.016,0.032,-0.037,0.007,0.02,-1.546,0.02,-1.356,0,0
287.27,1,-0.068,0.038,0.03,-0.062,0.021,0.026,-1.551,0.017,-1.356,0,0
287.37,1,0.048,0.033,0.038,-0.02,0.025,0.03,-1.552,0.015,-1.357,0,0
287.47,1,0.068,0.034,0.008,0.041,0.03,0.025,-1.55,0.013,-1.357,0,0
287.57,1,0.06,0.012,0.013,0.051,0.027,0.012,-1.55,0.014,-1.358,0,0
287.67,1,-0.052,0.032,0.012,0.01,0.023,0.012,-1.551,0.013,-1.358,0,0
287.78,1,-0.188,0.022,-0.013,-0.079,0.024,0.005,-1.552,0.016,-1.358,0,0
287.87,1,-0.149,0.025,0.01,-0.145,0.031,-0.003,-1.555,0.019,-1.357,0,0
287.98,1,0.025,0.004,0.009,-0.077,0.014,0.008,-1.557,0.023,-1.358,0,0
288.07,1,0.107,0.008,0.027,0.027,0.009,0.016,-1.557,0.024,-1.358,0,0
288.17,1,0.085,0.014,0.033,0.08,0.009,0.032,-1.557,0.024,-1.359,0,0
288.27,1,0.028,0.037,0.016,0.041,0.024,0.013,-1.553,0.02,-1.359,0,0
288.37,1,-0.08,0.065,-0.014,0.007,0.04,0.015,-1.553,0.023,-1.359,0,0
288.47,1,0.002,0,0.019,-0.027,0.034,0.003,-1.554,0.025,-1.358,0,0
288.58,1,-0.026,0.018,-0.017,-0.015,0.015,0.001,-1.555,0.028,-1.359,0,0
288.67,1,-0.036,0.018,0.005,-0.029,0.022,0,-1.556,0.026,-1.359,0,0
288.77,1,-0.037,0.027,-0.002,-0.031,0.02,-0.002,-1.557,0.024,-1.359,0,0
288.88,1,-0.012,0.015,0.002,-0.03,0.023,0.002,-1.557,0.02,-1.36,0,0
288.98,1,-0.019,0.02,0.007,-0.018,0.015,0.002,-1.556,0.016,-1.36,0,0
289.09,1,-0.006,0.014,0.002,-0.006,0.016,0.007,-1.557,0.017,-1.36,0,0
289.19,1,-0.004,0.002,-0.009,-0.01,0.011,-0.002,-1.556,0.017,-1.359,0,0
289.28,1,-0.024,0.009,-0.024,-0.012,0.008,-0.015,-1.553,0.015,-1.359,0,0
289.38,1,-0.046,0.012,-0.002,-0.032,0.01,-0.013,-1.552,0.016,-1.359,0,0
289.48,1,0.005,-0.004,0.007,-0.022,0.001,-0.001,-1.55,0.018,-1.359,0,0
289.58,1,0.036,-0.008,-0.006,0.002,-0.002,-0.002,-1.549,0.018,-1.359,0,0
289.68,1,0.017,0.005,-0.003,0.022,0,0,-1.547,0.019,-1.358,0,0
289.78,1,0.013,-0.003,-0.013,0.016,0.005,-0.007,-1.546,0.021,-1.358,0,0
289.88,1,0.002,0.002,-0.003,0.016,-0.002,-0.01,-1.546,0.022,-1.357,0,0
289.98,1,-0.023,-0.011,-0.02,-0.007,-0.002,-0.012,-1.544,0.024,-1.357,0,0
290.09,1,-0.007,-0.006,-0.022,-0.011,-0.007,-0.019,-1.544,0.025,-1.357,0,0
290.18,1,-0.047,0.004,-0.01,-0.021,-0.002,-0.015,-1.543,0.025,-1.356,0,0
290.29,1,0.006,-0.02,-0.017,-0.021,-0.009,-0.016,-1.542,0.026,-1.356,0,0
290.38,1,-0.01,-0.016,-0.018,-0.016,-0.012,-0.013,-1.541,0.028,-1.355,0,0
290.49,1,0.014,-0.002,-0.006,0.009,-0.015,-0.013,-1.539,0.029,-1.355,0,0
290.58,1,-0.034,0.017,-0.026,-0.018,0.006,-0.012,-1.537,0.028,-1.355,0,0
290.68,1,-0.004,-0.015,-0.013,-0.009,-0.001,-0.019,-1.536,0.028,-1.354,0,0
290.79,1,-0.003,0.005,-0.024,-0.018,0,-0.021,-1.535,0.026,-1.354,0,0
290.88,1,0.076,-0.032,-0.015,0.04,-0.016,-0.022,-1.536,0.023,-1.355,0,0
290.98,1,-0.031,0.034,-0.007,0.017,0.002,-0.007,-1.536,0.023,-1.354,0,0
291.08,1,0.009,0.012,-0.03,-0.004,0.016,-0.023,-1.532,0.019,-1.354,0,0
291.18,1,0.048,-0.004,0.014,0.032,0.007,-0.005,-1.53,0.015,-1.355,0,0
291.28,1,-0.043,0.006,-0.029,-0.009,0.007,-0.016,-1.527,0.014,-1.355,0,0
291.39,1,-0.065,0.033,-0.011,-0.032,0.01,-0.016,-1.526,0.011,-1.355,0,0
291.49,1,-0.057,0.004,-0.011,-0.054,0.018,-0.016,-1.525,0.009,-1.355,0,0
291.58,1,-0.011,-0.031,-0.003,-0.033,-0.01,-0.002,-1.526,0.015,-1.354,0,0
291.68,1,0.07,-0.03,-0.007,0.005,-0.022,-0.007,-1.525,0.014,-1.355,0,0
291.78,1,0.029,0.043,-0.017,0.047,-0.001,-0.013,-1.524,0.009,-1.356,0,0
291.89,1,-0.04,0.037,-0.019,0.004,0.025,-0.015,-1.522,0.011,-1.356,0,0
291.98,1,-0.01,0.014,-0.006,-0.01,0.027,-0.01,-1.52,0.01,-1.357,0,0
292.08,1,0.016,-0.016,-0.031,-0.011,0.009,-0.021,-1.515,0.011,-1.357,0,0
292.19,1,-0.039,0.016,-0.019,-0.01,0.003,-0.017,-1.515,0.011,-1.358,0,0
292.29,1,-0.031,0.007,-0.014,-0.031,0.01,-0.021,-1.516,0.012,-1.358,0,0
292.39,1,-0.032,0.022,-0.013,-0.023,0.009,-0.015,-1.517,0.01,-1.358,0,0
292.49,1,-0.064,0.037,-0.025,-0.049,0.03,-0.016,-1.519,0.009,-1.358,0,0
292.59,1,0.04,-0.002,0.006,-0.009,0.016,-0.01,-1.521,0.011,-1.359,0,0
292.69,1,-0.017,0.005,-0.024,-0.01,0.007,-0.013,-1.521,0.012,-1.359,0,0
292.79,1,0.008,-0.024,-0.019,-0.009,-0.004,-0.021,-1.52,0.011,-1.36,0,0
292.89,1,-0.007,0.016,-0.018,0.011,-0.007,-0.016,-1.518,0.012,-1.36,0,0
292.99,1,-0.016,0.026,-0.014,-0.019,0.023,-0.015,-1.517,0.012,-1.36,0,0
293.09,1,-0.014,0.013,-0.008,-0.004,0.014,-0.014,-1.515,0.01,-1.36,0,0
293.19,1,-0.012,-0.002,-0.014,-0.015,0.01,-0.012,-1.515,0.011,-1.361,0,0
293.29,1,0.002,-0.01,0,-0.01,-0.002,-0.007,-1.514,0.01,-1.361,0,0
293.4,1,-0.014,0.003,-0.009,-0.009,-0.003,-0.008,-1.512,0.011,-1.361,0,0
293.5,1,-0.003,-0.018,0.009,-0.001,-0.01,0.001,-1.511,0.011,-1.361,0,0
293.59,1,-0.026,-0.005,0.015,-0.012,-0.007,0.008,-1.513,0.01,-1.361,0,0
293.69,1,-0.042,0.017,0.005,-0.032,0.002,0.006,-1.515,0.007,-1.362,0,0
293.79,1,-0.028,0.017,-0.017,-0.034,0.014,-0.002,-1.516,0.004,-1.362,0,0
293.89,1,-0.064,0.029,0.014,-0.037,0.019,0.007,-1.519,0.004,-1.362,0,0
294,1,-0.01,0.004,0.027,-0.04,0.018,0.01,-1.521,0.008,-1.362,0,0
294.09,1,0.006,-0.014,0.006,-0.007,-0.003,0.013,-1.523,0.011,-1.363,0,0
294.19,1,-0.021,-0.002,0.01,-0.017,-0.002,0.013,-1.524,0.01,-1.364,0,0
294.29,1,0.017,0,0.013,0.004,-0.006,0.014,-1.524,0.007,-1.364,0,0
294.4,1,-0.016,0.013,0.011,-0.005,0.004,0.008,-1.523,0.006,-1.365,0,0
294.49,1,0.01,0.007,0.01,-0.001,0.009,0.009,-1.523,0.006,-1.365,0,0
294.6,1,-0.023,0.041,0.007,-0.008,0.023,0.015,-1.523,0.006,-1.366,0,0
294.7,1,-0.042,0.026,0.013,-0.028,0.028,0.005,-1.523,0.005,-1.367,0,0
294.79,1,0.026,0.021,0.018,-0.006,0.022,0.01,-1.524,0.003,-1.369,0,0
294.89,1,-0.022,0.056,0.029,-0.006,0.036,0.027,-1.524,-0.002,-1.371,0,0
295,1,0.015,0.049,0.035,0,0.048,0.029,-1.527,-0.008,-1.374,0,0
